ID,TYPE,ORGAN_NAME,ORGAN_CODE,TELPHONE_NUMBER,DZ,REGION_CODE,REGION,HEALTH_EXAMINATION,GSYLJG,SBDDJG,MYBJ,EMERGENCY,HIV,JHBDD
100528,社康中心,深圳市坪山新区人民医院竹坑老围社区健康服务中心,PDY751876,0755-84630743,坪山新区坪山街道竹坑社区老围居民小组内,440310,坪山区,有,是,是,是,是,是,不是
100529,社康中心,深圳市坪山新区人民医院田头社区健康服务中心,PDY751462,0755-89781346,坪山街道坪山社区老村委斜对面,440310,坪山区,没有,不是,不是,是,不是,不是,不是
100530,社康中心,深圳市罗湖医院集团新兴社区健康服务中心,PDY350634,82311766,罗湖区罗芳南路38号2楼,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100531,社康中心,深圳市南山区人民医院龙海家园社区健康服务中心,PDY55109X,86240608,深圳市南山区龙海家园1栋45—52号,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100532,社康中心,深圳市龙岗区第二人民医院四季花城社区健康服务中心,PDY75054X,0755-84197715,龙岗区坂田街道四季花城荷花苑F座,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100533,社康中心,深圳市龙岗区第六人民医院四方埔永康社区健康服务中心,PDY751286,0755-84066494,坪地街道四方埔社区新市场对面,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100534,社康中心,深圳市龙岗区第二人民医院长龙社区健康服务中心,PDY751526,0755-28591011,龙岗区布吉街道金鹏路28号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100535,社康中心,深圳市龙岗区第二人民医院大芬社区健康服务中心,PDY750929,0755-28706825,布吉街道大芬居委打芬油画街28号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100536,社康中心,深圳市坪山新区人民医院沙坣社区健康服务中心,PDY750582,0755-84643619,坪山街道东纵路138号,440310,坪山区,有,不是,不是,是,不是,不是,不是
100537,社康中心,深圳市福田区人民医院锦龙社区健康服务中心,PDY450694,83620155,爱华路37号一楼,440304,福田区,没有,不是,是,不是,不是,不是,不是
100538,社康中心,深圳市福田区中医院天安社区健康服务中心,PDY450387,83408112,深圳天安数码城H7.8栋一楼,440304,福田区,没有,不是,是,是,不是,不是,不是
100539,社康中心,深圳市福田区妇幼保健院福山社区健康服务中心,PDY450379,82990058,福田区皇洲花园皇辉阁1楼,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100540,社康中心,深圳市中医院下步庙社区健康服务中心,PDY45023X,0755-83650159,深圳市福田区下步庙南区47栋,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100541,社康中心,深圳中航社区健康服务中心,PDY450205,0755-83689428,深圳市华富路南光大厦一层,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100542,社康中心,深圳市福田区第二人民医院上梅林社区健康服务中心,PDY450117,0755-83107446,深圳市福田区上梅林新村梅村路42号,440304,福田区,没有,不是,是,不是,不是,不是,不是
100543,社康中心,深圳市福田区第二人民医院园岭社区健康服务中心,PDY450133,0755-85889528,深圳市福田区园岭七街园东花园一栋一楼七号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100544,社康中心,深圳市福田区妇幼保健院水围社区健康服务中心,PDY450344,83816694,水围村122号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100545,社康中心,深圳市福田区妇幼保健院文山社区健康服务中心,PDY450336,88367279,岗厦东统建楼7栋101-102,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100546,社康中心,深圳市福田区人民医院通新岭社区健康服务中心,PDY450723,82094929,上步中路,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100547,社康中心,深圳市第二人民医院梅林一村社区健康服务中心,PDY450598,81111111,梅林街道梅林一村活动中心一楼106号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100548,社康中心,深圳市福田区中医院特发社区健康服务中心,PDY450395,83193896,深圳特发小区16栋一楼,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100549,社康中心,深圳流花医院鹏盛社区健康服务中心,PDY450563,81111111,莲花街道办,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100550,社康中心,深圳市建业股份有限公司竹园社区健康服务中心,PDY450512,81111111,南园街道,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100551,社康中心,深圳景田医院景狮社区健康服务中心,PDY450555,83921555,福田区商报路10号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100552,社康中心,深圳市福田区慢性病防治院泰源社区健康服务中心,PDY450467,61319200,福田区泰源四路泰源工业区211栋,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100553,社康中心,深圳市福田区慢性病防治院新港社区健康服务中心,PDY45066X,83451735,深圳市福田区建鑫苑AB栋裙楼新新家园13号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100554,社康中心,深圳市福田区人民医院竹林社区健康服务中心,PDY450520,82982222,华富街道,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100555,社康中心,深圳市福田区人民医院翠海社区健康服务中心,PDY450627,82851481,香蜜湖街道侨香路翠海花园裙楼13号,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100556,社康中心,深圳市福田区人民医院园西社区健康服务中心,PDY450707,83633734,华发南路中电宿舍5栋1楼,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100557,社康中心,深圳市福田区慢性病防治院金地社区健康服务中心,PDY45082X,83400317,福田区沙尾路沙尾西村345、343号一楼,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100558,社康中心,深圳市福田区妇幼保健院赤尾社区健康服务中心,PDY450803,83816694,福田区华强南路御景华城32＃号铺,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100559,社康中心,深圳市福田区中医院景华社区健康服务中心,PDY000028,0755-83061767,莲花路中导大厦一层BC号商铺,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100560,社康中心,深圳市福田区中医院福中社区健康服务中心,PDY450774,0755-83261262,福田区莲花二村39栋一层101号房,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100561,社康中心,深圳市南山区蛇口人民医院南水社区健康服务中心,PDY550249,26866716,南山区南水花园3栋108-113,440305,南山区,没有,不是,是,不是,不是,不是,不是
100562,社康中心,深圳市南山区蛇口人民医院桃花园社区健康服务中心,PDY550345,26882331,南山区兴工路桃花园1栋首层,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100563,社康中心,深圳市南山区蛇口人民医院雷岭社区健康服务中心,PDY550791,26866176,南山区蛇口花果路雷公岭27-（1）底层商铺,440305,南山区,没有,不是,是,不是,不是,不是,不是
100564,社康中心,深圳市南山区西丽人民医院龙光社区健康服务中心,PDY550898,26018737,南山区西丽镇长源工业区C区6栋3楼,440305,南山区,没有,不是,是,不是,不是,不是,不是
100565,社康中心,深圳市南山区西丽人民医院大磡社区健康服务中心,PDY550011,0755-26527060,深圳市南山区西丽大堪商业街86号,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100566,社康中心,深圳市南山区人民医院麻岭社区健康服务中心,PDY550724,26553111,南山区南海大道麒麟路4040号汇园雅居C座,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100567,社康中心,深圳市南山区人民医院阳光棕榈社区健康服务中心,PDY550484,26553111,南山区阳光棕榈社区,440305,南山区,没有,不是,是,不是,不是,不是,不是
100568,社康中心,深圳市南山区人民医院南山社区健康服务中心,PDY550660,26553111,南山区南山村南巷83号一楼商铺,440305,南山区,没有,不是,是,不是,不是,不是,不是
100569,社康中心,深圳华侨城医院香山社区健康服务中心,PDY550695,26601224,南山区华侨城香山村东组团21栋102-107,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100570,社康中心,深圳市南山区人民医院星海名城社区健康服务中心,PDY550185,26553111,南山区星海名城四组团25－28号商铺,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100571,社康中心,深圳市南山区蛇口人民医院高新南社区健康服务中心,PDY550863,26866176,南山区蛇口广博星海华庭4、5、6号商铺,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100572,社康中心,深圳市南山区蛇口人民医院赤湾社区健康服务中心,PDY550214,26866176,南山区赤湾少帝路,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100573,社康中心,深圳市南山区西丽人民医院留仙社区健康服务中心,PDY55088X,26018737,南山区西丽镇留仙洞工业区恒润超市斜对面三层建筑1楼,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100574,社康中心,深圳市南山区蛇口人民医院沿山社区健康服务中心,PDY550572,26866176,蛇口沿山路兰溪谷生活会所H6、H7号,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100575,社康中心,深圳市南山区蛇口人民医院海湾社区健康服务中心,PDY550089,0755-26677832,深圳市南山区蛇口招商东路5号,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100576,社康中心,深圳市南山区人民医院科技园社区健康服务中心,PDY550708,26553111,南山区科技园西区19栋 （科发路7号2栋1楼西侧),440305,南山区,没有,不是,不是,不是,不是,不是,不是
100577,社康中心,深圳沙河医院新塘社区健康服务中心,PDY550628,26608956,南山区新塘村一坊3号一楼,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100578,社康中心,深圳沙河医院白石洲西社区健康服务中心,PDY55061X,26002468,沙河东路美庐锦园D栋117-119号,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100579,社康中心,深圳市南山区蛇口人民医院深圳湾社区健康服务中心,PDY551030,13509626491,深圳市南山区中心路2268号曦湾华府二楼及2248号颐安阅海台二楼,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100580,社康中心,深圳沙河医院高发社区健康服务中心,PDY551065,86090731,南山区沙河街道深云村综合服务楼1楼西区,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100581,社康中心,深圳市南山区蛇口人民医院月亮湾社区健康服务中心,PDY55002X,0755-26392522,深圳市南山区月亮湾花园36号一层,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100582,社康中心,深圳市南山区蛇口人民医院海月社区健康服务中心,PDY550097,0755-26819770,深圳市后海大道招商海月花园会所,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100583,社康中心,深圳市南山区西丽人民医院松坪山社区健康服务中心,PDY550281,26634719,南山区松坪村64栋首层,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100584,社康中心,深圳市南山区人民医院大汪社区健康服务中心,PDY550417,26553111,南苑新村A107、108、109,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100585,社康中心,深圳市南山区西丽人民医院牛成社区健康服务中心,PDY550919,26018737,南山区西丽镇白芒社区牛成村第21栋1、2楼,440305,南山区,没有,不是,是,不是,不是,不是,不是
100586,社康中心,深圳市南山区妇幼保健院田厦北社区健康服务中心,PDY550679,26553111,南山区常兴路157号,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100587,社康中心,深圳市南山区蛇口人民医院海昌社区健康服务中心,PDY550492,26866176,蛇口海昌路82号,440305,南山区,没有,不是,是,是,不是,不是,不是
100588,社康中心,深圳市南山区蛇口人民医院商业文化中心社区健康服务中心,PDY550222,26056892,南山区粤海街道办创业路浪琴屿花园商铺1号,440305,南山区,有,不是,不是,是,不是,是,不是
100589,社康中心,深圳市南山区西丽人民医院新围社区健康服务中心,PDY550134,26730441,南山区留仙大道,440305,南山区,有,不是,不是,不是,不是,不是,不是
100590,社康中心,深圳市南山区西丽人民医院峰景社区健康服务中心,PDY550935,26018737,广东省深圳市南山区龙珠大道以北天地峰景园1—3号裙楼113A、115、116号商铺,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100591,社康中心,深圳市南山区蛇口人民医院后海社区健康服务中心,PDY550310,26866176,南山区后海华明路统建楼1栋D座2楼,440305,南山区,有,不是,是,不是,不是,不是,不是
100592,社康中心,深圳市南山区蛇口人民医院渔一社区健康服务中心,PDY550812,26893984,南山区蛇口东角头路春树里小区D栋底层2-8号商铺,440305,南山区,没有,不是,不是,是,不是,不是,不是
100593,社康中心,深圳市南山区人民医院向南社区健康服务中心,PDY550740,26553111,南山区南园村大板桥23号,440305,南山区,有,不是,不是,是,不是,不是,不是
100594,社康中心,深圳市南山区人民医院荔湾社区健康服务中心,PDY550257,26053357,南山区太子山庄一栋首层,440305,南山区,有,是,不是,是,是,是,不是
100595,社康中心,深圳市南山区西丽人民医院丽城社区健康服务中心,PDY550994,12345678,南山区西丽沿河路祥园楼首层3-11号,440305,南山区,有,是,是,是,是,是,不是
100596,社康中心,深圳市南山区西丽人民医院德意名居社区健康服务中心,PDY550505,26958892,广东省深圳市南山区西丽丽湖路德意名居小区一期一栋2层,440305,南山区,没有,是,不是,不是,不是,是,不是
100597,社康中心,深圳市南山区蛇口人民医院水湾社区健康服务中心,PDY550038,0755-26691358,深圳市蛇口水湾B区A2楼,440305,南山区,有,是,是,是,是,不是,不是
100598,医院,深圳怡康妇产医院,35787208X,15217030120,深圳市罗湖区桂园街道红桂路1018号武汉大厦1-8层,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100599,社康中心,深圳健丰医院上坝社区健康服务中心,PDY751198,0755-89780101,坪山街道竹坑居委上坝村诚旺楼101号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100600,社康中心,深圳市大鹏新区妇幼保健院王母社区健康服务中心,PDY750267,0755-84304646,深圳市大鹏新区大鹏街道迎宾路派出所旁,440319,大鹏新区,有,是,不是,是,不是,不是,不是
100601,社康中心,深圳市大鹏新区南澳人民医院东山社区健康服务中心,PDY752043,84422808,深圳市大鹏新区南澳街道东山社区大碓56号,440319,大鹏新区,有,是,是,是,不是,是,不是
100602,社康中心,深圳市龙岗区第三人民医院松柏社区健康服务中心,PDY751542,0755-28860293,横岗街道横岗人民医院综合楼一楼,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100603,社康中心,深圳市龙岗区第四人民医院百门前社区健康服务中心,PDY751833,0755-84157696,南湾街道南龙居委颂雅苑管理处一楼,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100604,社康中心,深圳市龙岗中心医院同心社区健康服务中心,PDY751278,0755-84292620,龙岗街道同乐社区同心（万乐园）工业区,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100605,社康中心,深圳市坪山新区人民医院大工业区社区健康服务中心,PDY750873,0755-89590348,坪山街道深圳大工业区,440310,坪山区,有,是,是,是,是,不是,不是
100606,社康中心,深圳市大鹏新区葵涌人民医院葵新社区健康服务中心,PDY751382,0755-84203945,葵涌街道原中心小学教师办公楼,440319,大鹏新区,有,是,不是,是,不是,不是,不是
100607,社康中心,深圳市龙岗区第二人民医院南坑社区健康服务中心,PDY750902,0755-28890819,坂田街道坂田居委南坑社区民营街45号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100608,社康中心,深圳市大鹏新区葵涌人民医院葵丰社区健康服务中心,PDY751411,0755-84203948,葵涌街道葵丰社区屯围路50号,440319,大鹏新区,有,是,是,是,不是,不是,不是
100609,社康中心,深圳市龙岗区第二人民医院雪象社区健康服务中心,PDY750910,0755-84166878,坂田街道雪象商业街73号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100610,社康中心,深圳市龙岗区第五人民医院大望社区健康服务中心,PDY751147,0755-28452565,平湖街道山厦居委新厦路58号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100611,社康中心,深圳市龙岗中心医院愉园社区健康服务中心,PDY750603,0755-89722256,龙岗区龙城街道龙福路111号家和盛世花园商铺105-109号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100612,社康中心,深圳市龙岗区第二人民医院万科城社区健康服务中心,PDY751892,0755-89397520,龙岗区坂田街道坂雪岗大道万科城听湖居F座1层,440307,龙岗区,没有,不是,是,不是,不是,不是,不是
100613,社康中心,深圳市龙岗区第七人民医院丹平社区健康服务中心,PDY751200,0755-89574567,南湾街道丹平工业区沙平北路452号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100614,社康中心,深圳市龙岗区第二人民医院坂田第二工业区社区健康服务中心,PDY750777,0755-89951137,坂田街道大发浦东3巷1号,440307,龙岗区,没有,不是,是,不是,不是,不是,不是
100615,社康中心,深圳市龙岗区第五人民医院鹅公岭社区健康服务中心,PDY750435,0755-28458741,龙岗区平湖街道鹅公岭居委善德路,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100616,社康中心,深圳市大鹏新区葵涌人民医院比亚迪社区健康服务中心,PDY750806,0755-84232163,大鹏新区葵涌街道延安路1号比亚迪股份有限公司工业园内,440319,大鹏新区,有,是,是,是,是,不是,不是
100617,社康中心,深圳市大鹏新区葵涌人民医院高源社区健康服务中心,PDY75142X,0755-89776191,葵涌街道高圳头工业区宿舍楼1楼,440319,大鹏新区,有,是,是,是,是,不是,不是
100618,社康中心,深圳市龙岗区人民医院尚景社区健康服务中心,PDY751745,0755-28925522,？ 龙岗区龙城街道吉祥路646号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100619,社康中心,深圳市龙岗区第二人民医院冲之社区健康服务中心,PDY750339,66837268,龙岗区坂田街道冲之大道3号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100620,社康中心,深圳市大鹏新区葵涌人民医院溪涌社区健康服务中心,PDY750398,0755-84235794,大鹏新区葵涌街道溪涌深葵路1064号,440319,大鹏新区,没有,不是,是,不是,不是,是,不是
100621,社康中心,深圳市大鹏新区南澳人民医院水头沙社区健康服务中心,PDY750048,0755-84400131,深圳市大鹏新区南澳街道水沙路62号,440319,大鹏新区,没有,不是,是,不是,不是,不是,不是
100622,社康中心,深圳市龙岗区人民医院万科千林山居社区健康服务中心,PDY75193X,0755-28370947,龙岗区龙城街道五联社区万科千林山居1区2号楼,440307,龙岗区,没有,不是,是,不是,不是,不是,不是
100623,社康中心,深圳市龙岗区第三人民医院189社区健康服务中心,PDY75185X,0755-28600237,横岗街道保安社区独竹20栋101,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100624,社康中心,深圳华侨医院上木古社区健康服务中心,PDY750822,0755-84256236,平湖街道上木古居委彩姿南路30号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100625,社康中心,深圳市龙岗区第二人民医院可园社区健康服务中心,PDY751665,0755-28218470,布吉街道可园社区5期会所三楼,440307,龙岗区,没有,不是,是,不是,不是,不是,不是
100626,社康中心,深圳市龙岗区第二人民医院东方半岛社区健康服务中心,PDY750531,0755-28732704,龙岗区布吉街道东方半岛花园会所一层,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100627,社康中心,深圳市龙岗区第二人民医院上品雅园社区健康服务中心,PDY751972,89373956,深圳市龙岗区坂田街道上品雅园五栋B单元架空层,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100628,社康中心,深圳市坪山新区人民医院浪尾社区健康服务中心,PDY751796,0755-28827527,坪山街道浪尾居委浪尾路64号对面,440310,坪山区,有,是,不是,是,是,不是,不是
100629,社康中心,深圳市龙岗区人民医院中心城社区健康服务中心,PDY75003X,0755-28918056,？ 龙岗区龙城街道德政路97号,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100630,社康中心,深圳市福田区人民医院农园社区健康服务中心,PDY450301,83982222,福田区农轩路与红荔路交汇处天御香山6号楼01层、夹层,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100631,社康中心,深圳市南山区蛇口人民医院大铲社区健康服务中心,PDY550847,26866176,南山区蛇口新街石云阁底层,440305,南山区,没有,是,是,不是,不是,不是,不是
100632,社康中心,深圳市南山区人民医院莲城社区健康服务中心,PDY550070,0755-26510696,深圳市南山区玉泉路126号,440305,南山区,有,是,是,是,不是,不是,不是
100633,社康中心,深圳市南山区人民医院南头城社区健康服务中心,PDY550759,26553111,南山区南头城工作站1楼,440305,南山区,有,是,不是,是,是,不是,不是
100634,社康中心,深圳市南山区蛇口人民医院龙坤社区健康服务中心,PDY550871,26866176,南山区登良路龙坤居12、13号商铺,440305,南山区,没有,不是,是,是,不是,不是,不是
100635,社康中心,深圳市南山区西丽人民医院平山社区健康服务中心,PDY550548,26958892,西丽平山平福苑3号铺,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100636,社康中心,深圳市南山区人民医院粤桂社区健康服务中心,PDY550396,26430336,南山区桂庙新村40号,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100637,社康中心,深圳市南山区蛇口人民医院孖洲岛社区健康服务中心,PDY550783,26866176,南山区孖洲岛边检消防卫生大楼1楼,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100638,社康中心,深圳市南山区西丽人民医院白芒社区健康服务中心,PDY550556,26958892,广东省深圳市南山区西丽白芒村百旺研发公寓一楼2、3号商铺,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100639,社康中心,深圳华侨城医院中旅广场社区健康服务中心,PDY55037X,26925881,南山区华侨城中旅广场齐云阁1楼,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100640,社康中心,深圳市南山区西丽人民医院珠光社区健康服务中心,PDY550513,26958892,珠光路丽珠花园4栋101-102,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100641,社康中心,深圳市南山区西丽人民医院大学城园区社区健康服务中心,PDY55029X,26925881,南山区西丽水路大学城清华园区综合楼底层,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100642,社康中心,深圳市南山区蛇口人民医院东角头社区健康服务中心,PDY550855,26866176,南山区蛇口广博星海华庭4、5、6号商铺,440305,南山区,没有,是,是,不是,不是,不是,不是
100643,社康中心,深圳市南山区西丽人民医院西丽社区健康服务中心,PDY550142,26528895,南山区西丽镇文苑路3号,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100644,社康中心,深圳市南山区蛇口人民医院文竹园社区健康服务中心,PDY55096X,26866176,南山区蛇口荔园路招商综合楼A4-7号商铺,440305,南山区,没有,不是,是,不是,不是,不是,不是
100645,社康中心,深圳市南山区人民医院铜鼓社区健康服务中心,PDY550716,26553111,南山区沙河西路英伦名苑二期爱丁堡首层,440305,南山区,有,不是,不是,不是,不是,不是,不是
100646,社康中心,深圳市南山区人民医院前海湾社区健康服务中心,PDY551073,86240608,深圳市南山区6号路前海湾花园一期2栋裙楼01层07号及02层02至05号。,440305,南山区,没有,不是,是,不是,不是,不是,不是
100647,社康中心,深圳市南山区人民医院大新社区健康服务中心,PDY550409,86035268,大新昇平里22号,440305,南山区,没有,是,是,是,不是,是,不是
100648,社康中心,深圳沙河医院沙河社区健康服务中心,PDY550265,26604414,南山区白石洲沙河街16号,440305,南山区,有,是,不是,是,不是,不是,不是
100649,社康中心,深圳市南山区蛇口人民医院龙城社区健康服务中心,PDY550601,86224524,龙城路后海花园6栋13号,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100650,社康中心,深圳市罗湖区凤凰社区健康服务中心,MJL167529,25617821,凤凰路,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100651,社康中心,深圳市罗湖区书院街社区健康服务中心,MJL167481,82238541,书院街,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100652,社康中心,深圳市福田区妇幼保健院海滨社区健康服务中心,PDY460489,88305908,金田南路2006号海滨广场福华阁一楼,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100653,医院,深圳欢乐口腔医院,PDY411855,22905060,深圳市福田区南园路66号佳兆业中心一层101,440304,福田区,没有,不是,不是,不是,不是,不是,不是
100654,医院,江南春天医疗美容医院,PDY311790,12345678,深圳市,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100655,社康中心,深圳市罗湖区人民医院草埔东社区健康服务中心,MJL167238,0755-25678663,深圳市草埔清水河新村B栋1楼,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100656,社康中心,深圳市宝安区观澜人民医院银星社区医疗服务站,PDY660317,2775369,观澜街道观光路银星工业园电力C栋,440306,宝安区,有,是,是,是,是,是,不是
100657,社康中心,深圳市罗湖医院集团田贝社区健康服务中心,PDY350626,82311766,罗湖区文锦北路1096号1-2楼,440303,罗湖区,没有,不是,不是,不是,不是,不是,不是
100658,社康中心,深圳市龙岗区第二人民医院新都汇社区健康服务中心,PDY752158,待补充,布吉街道龙岗大道布吉段2288号新都汇家园二栋D单元1层,440307,龙岗区,没有,不是,不是,不是,不是,不是,不是
100659,社康中心,深圳市南山区西丽人民医院麻磡社区健康服务中心,PDY550521,26958892,西丽镇麻勘村商业楼四楼,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100660,社康中心,深圳市南山区西丽人民医院阳光社区健康服务中心,PDY550388,81795120,南山区阳光工业区丽河工业园4栋1楼,440305,南山区,有,是,是,是,是,是,不是
100661,社康中心,深圳市南山区人民医院田厦社区健康服务中心,PDY550046,0755-26557646,深圳市南山区南新路2207号,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100662,社康中心,深圳市南山区蛇口人民医院五湾社区健康服务中心,PDY550775,26866176,南山区蛇口港湾大道龙港小区10栋103号房,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100663,社康中心,深圳市南山区人民医院大铲岛社区健康服务中心,PDY551022,86236625,南山区大铲岛,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100664,社康中心,深圳沙河医院白石洲社区健康服务中心,PDY550273,26604414,南山区白石洲旧村委楼南侧1号,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100665,社康中心,深圳市南山区西丽人民医院龙辉社区健康服务中心,PDY550062,-755,深圳市南山区龙辉花园11栋107商铺,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100666,社康中心,深圳市南山区人民医院侨城社区健康服务中心,PDY550169,26553111,南山区华侨城海景花园群楼A-2号,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100667,社康中心,深圳市南山区人民医院马家龙社区健康服务中心,PDY550425,26553111,马家龙路23栋1-5号,440305,南山区,没有,不是,不是,不是,不是,不是,不是
100668,社康中心,深圳市宝安区中医院上合社康服务中心,PDY650418,0755-27574355,深圳市宝安区32小区二巷89号,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100669,社康中心,深圳市宝安区福永人民医院福海社区健康服务中心,PDY652253,27391395,深圳市宝安区福永街道福园一路德金工业园A栋宿舍,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100670,社康中心,深圳市宝安区石岩人民医院塘头社区健康服务中心,PDY651066,27650842,石岩街道塘头新村综合楼一楼,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100671,社康中心,深圳市光明新区人民医院西田社区健康服务中心,PDY650784,0755-27113090,深圳市宝安区公明镇西田村公园侧,440318,宝安区,没有,不是,不是,不是,不是,不是,不是
100672,社康中心,深圳市宝安区观澜人民医院大水田社区健康服务中心,PDY651840,81489054,观澜街道牛湖居委大水田小组（宝裕公司旁）,440309,龙华区,没有,不是,不是,不是,不是,不是,不是
100673,社康中心,深圳市宝安区西乡人民医院共乐社区健康服务中心,PDY65171X,27945267,西乡街道共乐社区宝莲新村13巷安顺路51号巷,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100674,社康中心,深圳市光明新区人民医院茨田埔社区健康服务中心,PDY650688,0755-27102536,深圳市宝安区公明镇茨田埔村市场二楼,440318,宝安区,没有,不是,不是,不是,不是,不是,不是
100675,社康中心,深圳市宝安区中医院海旺社区健康服务中心,PDY652042,27830971,新安街道宝安大道风临洲苑1栋C座2层,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100676,社康中心,深圳市宝安区福永人民医院塘尾社区健康服务中心,PDY650186,0755-27377974,深圳市宝安区福永镇塘尾村迎春路6号,440306,宝安区,没有,不是,不是,不是,不是,不是,不是
100677,社康中心,深圳市龙华新区人民医院民乐社区健康服务中心,PDY651023,83729340,民治街道民乐居委商住楼9栋101号,440309,龙华区,没有,不是,不是,不是,不是,不是,不是
100678,社康中心,深圳龙安医院新塘社区健康服务中心,PDY652229,13662231216,深圳市龙华新区大浪办事处新区大道东侧潜龙曼海宁花园,440309,龙华区,没有,不是,是,不是,不是,不是,不是
